CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
13781,1,30,250,127.8,127.8,17,0,1,0,0
16517,1,96,277,162.7,162.7,17,0,1,0,0
16982,1,182,60,384.1,384.1,22,0,1,0,0
17508,1,289,280,387.3,387.3,22,0,1,0,0
13193,1,46,61,112.1,112.1,22,0,1,0,0
15837,1,189,64,392,392,24,0,1,0,0
13322,1,117,17,199.5,199.5,25,0,1,0,0
13603,1,164,26,164.3,164.3,27,0,1,0,0
17569,1,159,332,344.1,344.1,29,0,1,0,0
13355,1,314,122,674.7,674.7,32,0,1,0,0
17623,1,265,32,527.1,527.1,33,0,1,0,0
17125,1,281,50,230.5,230.5,34,0,1,0,0
15276,1,61,66,128.6,128.6,49,0,1,0,0
13428,1,151,10,201.8,201.8,70,0,1,0,0
15668,1,72,217,76.3,76.3,1,0,1,0,0
16257,1,1,176,21.9,21.9,1,0,1,0,0
14300,1,32,18,43.2,43.2,3,0,1,0,0
17775,1,72,254,56.4,56.4,3,0,1,0,0
16387,1,44,322,94.4,94.4,4,0,1,0,0
16349,1,9,290,53.5,53.5,9,0,1,0,0
18165,1,254,177,302.5,302.5,10,0,1,0,0
17187,1,144,226,204,204,10,0,1,0,0
15432,1,65,23,171.2,171.2,10,0,1,0,0
12732,1,110,179,218.3,218.3,11,0,1,0,0
12702,1,52,19,201,201,11,0,1,0,0
15942,1,232,133,337.4,337.4,14,0,1,0,0
16177,1,95,50,331.9,331.9,15,0,1,0,0
12812,1,164,44,229.6,229.6,15,0,1,0,0
15699,1,113,17,309.7,309.7,18,0,1,0,0
12564,1,130,261,402.9,402.9,20,0,1,0,0
16135,1,209,262,517.5,517.5,21,0,1,0,0
16601,1,130,40,241.5,241.5,28,0,1,0,0
18011,1,71,373,102.8,102.8,28,0,1,0,0
15853,1,135,51,110.8,110.8,29,0,1,0,0
12390,1,350,79,504.8,504.8,31,0,1,0,0
18033,1,252,65,93.8,93.8,32,0,1,0,0
17367,1,149,238,167.5,167.5,33,0,1,0,0
13639,1,800,74,1033.3,1033.3,39,0,1,0,0
16480,1,455,75,769.3,769.3,51,0,1,0,0
12550,1,564,79,824.8,824.8,56,0,1,0,0
13607,1,288,40,675.5,675.5,93,0,1,0,0
16222,1,325,318,773.6,773.6,120,0,1,0,0
12357,1,2708,33,6207.7,6207.7,131,0,1,0,0
17060,1,216,266,234.2,234.2,5,0,1,0,0
16276,1,420,176,810.6,810.6,6,0,1,0,0
12881,1,21,275,298,298,7,0,1,0,0
13072,1,69,266,177.1,177.1,7,0,1,0,0
16351,1,90,332,153.9,153.9,8,0,1,0,0
14699,1,77,214,109.1,109.1,8,0,1,0,0
12651,1,78,334,114,114,9,0,1,0,0
16457,1,140,218,208.4,208.4,9,0,1,0,0
17714,1,92,320,153,153,10,0,1,0,0
13976,1,154,206,358,358,10,0,1,0,0
16247,1,182,170,114.6,114.6,16,0,1,0,0
17697,1,93,236,338.9,338.9,19,0,1,0,0
12725,1,162,371,371.8,371.8,23,0,1,0,0
16063,1,262,260,335.3,335.3,23,0,1,0,0
17138,1,126,275,380.5,380.5,24,0,1,0,0
15165,1,160,373,487.8,487.8,27,0,1,0,0
15417,1,284,85,508.8,508.8,28,0,1,0,0
13642,1,151,215,312.3,312.3,57,0,1,0,0
17986,1,10,56,20.8,20.8,1,0,1,0,0
15070,1,36,372,106.2,106.2,1,0,1,0,0
15753,1,144,304,79.2,79.2,1,0,1,0,0
16765,1,4,294,34,34,1,0,1,0,0
12548,1,48,166,67.2,67.2,4,0,1,0,0
15160,1,84,357,158.2,158.2,4,0,1,0,0
14393,1,13,218,68,68,5,0,1,0,0
14795,1,17,166,131.4,131.4,6,0,1,0,0
17513,1,254,72,513.2,513.2,6,0,1,0,0
16190,1,88,40,215.1,215.1,6,0,1,0,0
15158,1,198,45,401.4,401.4,7,0,1,0,0
16988,1,43,5,126.1,126.1,7,0,1,0,0
15361,1,336,361,418.9,418.9,7,0,1,0,0
17805,1,478,73,512.3,512.3,10,0,1,0,0
15263,1,89,106,156.5,156.5,12,0,1,0,0
17939,1,40,159,99.1,99.1,12,0,1,0,0
12497,1,1231,81,953.1,953.1,13,0,1,0,0
17678,1,207,263,298.1,298.1,16,0,1,0,0
17498,1,394,75,272.2,272.2,17,0,1,0,0
15341,1,812,80,2020.5,2020.5,17,0,1,0,0
14453,1,49,190,119.9,119.9,22,0,1,0,0
13372,1,158,89,328.6,328.6,22,0,1,0,0
15438,1,59,131,156.6,156.6,25,0,1,0,0
12425,1,496,78,777.2,777.2,36,0,1,0,0
15957,1,211,31,428.9,428.9,40,0,1,0,0
17793,1,226,25,300.3,300.3,49,0,1,0,0
17968,1,151,373,265.1,265.1,74,0,1,0,0
16454,1,2,64,5.9,5.9,1,0,1,0,0
16429,1,9,106,284.6,284.6,2,0,1,0,0
15286,1,55,49,240.6,240.6,3,0,1,0,0
12734,1,88,352,110.4,110.4,4,0,1,0,0
15347,1,130,366,201.6,201.6,5,0,1,0,0
17879,1,45,173,178.5,178.5,6,0,1,0,0
14054,1,62,65,92.5,92.5,6,0,1,0,0
15447,1,85,330,155.2,155.2,9,0,1,0,0
18280,1,45,277,180.6,180.6,10,0,1,0,0
16847,1,78,43,193.4,193.4,12,0,1,0,0
16926,1,35,371,230.3,230.3,14,0,1,0,0
17415,1,114,79,507.8,507.8,14,0,1,0,0
17040,1,181,137,449.7,449.7,15,0,1,0,0
17895,1,127,44,95.5,95.5,15,0,1,0,0
17901,1,24,29,110.4,110.4,19,0,1,0,0
14951,1,311,79,311.7,311.7,20,0,1,0,0
18006,1,220,23,444.7,444.7,21,0,1,0,0
14068,1,73,320,265.8,265.8,22,0,1,0,0
14585,1,91,50,157.1,157.1,29,0,1,0,0
17197,1,191,29,1013,1013,29,0,1,0,0
18067,1,189,40,396.3,396.3,36,0,1,0,0
17561,1,144,19,165.1,165.1,44,0,1,0,0
17297,1,65,17,128.2,128.2,49,0,1,0,0
14130,1,257,319,480.9,480.9,66,0,1,0,0
17619,1,124,312,214.4,214.4,71,0,1,0,0
17102,1,2,261,25.5,25.5,1,0,1,0,0
17715,1,384,200,326.4,326.4,1,0,1,0,0
14199,1,28,218,185.4,185.4,2,0,1,0,0
16468,1,31,74,74.9,74.9,2,0,1,0,0
14185,1,6,331,197.7,197.7,3,0,1,0,0
14371,1,34,295,100.5,100.5,4,0,1,0,0
14542,1,19,185,103.3,103.3,5,0,1,0,0
14340,1,58,218,134.7,134.7,6,0,1,0,0
14027,1,62,60,104.8,104.8,6,0,1,0,0
15567,1,223,18,186,186,7,0,1,0,0
12441,1,120,366,155.6,155.6,10,0,1,0,0
13898,1,133,325,155.9,155.9,12,0,1,0,0
16583,1,111,373,233.5,233.5,14,0,1,0,0
17789,1,74,281,225.9,225.9,14,0,1,0,0
12648,1,159,154,300,300,20,0,1,0,0
16625,1,164,274,333.1,333.1,23,0,1,0,0
15517,1,293,233,267,267,27,0,1,0,0
16485,1,235,77,363.6,363.6,41,0,1,0,0
13278,1,537,40,542.7,542.7,46,0,1,0,0
15645,1,255,18,611.6,611.6,49,0,1,0,0
17247,1,105,15,280.1,280.1,53,0,1,0,0
12688,1,3028,113,4873.8,4873.8,171,0,1,0,0
17948,1,144,147,358.6,358.6,1,0,1,0,0
13302,1,5,155,63.8,63.8,1,0,1,0,0
16856,1,12,14,35.4,35.4,2,0,1,0,0
18050,1,40,359,74.4,74.4,5,0,1,0,0
16213,1,48,78,159,159,6,0,1,0,0
12884,1,43,88,309.1,309.1,7,0,1,0,0
13710,1,176,31,180.5,180.5,8,0,1,0,0
17279,1,48,57,187.8,187.8,8,0,1,0,0
16665,1,59,362,135.4,135.4,9,0,1,0,0
17601,1,103,239,116,116,9,0,1,0,0
12551,1,100,357,168,168,10,0,1,0,0
17862,1,100,323,330.9,330.9,11,0,1,0,0
14929,1,136,32,223.9,223.9,11,0,1,0,0
17309,1,41,95,82.8,82.8,11,0,1,0,0
14799,1,146,51,157.7,157.7,13,0,1,0,0
17354,1,1006,50,1393.1,1393.1,15,0,1,0,0
12436,1,209,99,429,429,15,0,1,0,0
17893,1,149,225,107.2,107.2,15,0,1,0,0
15346,1,144,332,252.4,252.4,17,0,1,0,0
14757,1,160,75,420.5,420.5,19,0,1,0,0
16483,1,44,192,139.3,139.3,19,0,1,0,0
14041,1,94,266,141.4,141.4,21,0,1,0,0
18027,1,78,98,115.3,115.3,21,0,1,0,0
14142,1,313,373,311.8,311.8,22,0,1,0,0
16017,1,102,47,211.9,211.9,26,0,1,0,0
16104,1,122,61,298.2,298.2,28,0,1,0,0
13170,1,141,26,108.8,108.8,29,0,1,0,0
17957,1,275,66,110.7,110.7,30,0,1,0,0
17344,1,65,46,157.6,157.6,31,0,1,0,0
12461,1,282,154,626.9,626.9,34,0,1,0,0
13235,1,441,212,1031.1,1031.1,53,0,1,0,0
15025,1,184,33,362,362,66,0,1,0,0
15195,1,1404,2,3861,3861,1,0,1,0,0
12603,1,56,21,613.2,613.2,1,0,1,0,0
15940,1,4,311,35.8,35.8,1,0,1,0,0
13747,1,8,373,79.6,79.6,1,0,1,0,0
17079,1,24,78,118.8,118.8,2,0,1,0,0
16565,1,46,364,173.7,173.7,3,0,1,0,0
13095,1,144,70,74.4,74.4,6,0,1,0,0
13723,1,43,217,199.9,199.9,6,0,1,0,0
18191,1,140,261,207.8,207.8,7,0,1,0,0
16913,1,82,290,113.4,113.4,8,0,1,0,0
17245,1,75,204,171.4,171.4,9,0,1,0,0
15663,1,106,106,138.1,138.1,9,0,1,0,0
13229,1,63,225,161,161,10,0,1,0,0
15523,1,132,84,412,412,10,0,1,0,0
15096,1,120,42,219.4,219.4,11,0,1,0,0
17978,1,499,365,300.9,300.9,12,0,1,0,0
17492,1,155,248,374.6,374.6,12,0,1,0,0
14411,1,196,310,1063,1063,14,0,1,0,0
16159,1,236,281,348.2,348.2,14,0,1,0,0
13127,1,127,77,259.2,259.2,15,0,1,0,0
13512,1,143,260,251.2,251.2,15,0,1,0,0
13245,1,125,50,430.5,430.5,16,0,1,0,0
13897,1,200,50,311.2,311.2,17,0,1,0,0
13803,1,121,255,277.1,277.1,17,0,1,0,0
14348,1,183,260,409.6,409.6,18,0,1,0,0
13626,1,209,252,257.2,257.2,19,0,1,0,0
12552,1,85,39,317.8,317.8,19,0,1,0,0
15047,1,222,269,343.6,343.6,22,0,1,0,0
17263,1,36,208,63.4,63.4,23,0,1,0,0
16803,1,245,65,332.3,332.3,24,0,1,0,0
13833,1,117,159,383.8,383.8,28,0,1,0,0
15790,1,113,10,218.8,218.8,34,0,1,0,0
14725,1,588,24,655.6,655.6,45,0,1,0,0
16921,1,154,61,154.2,154.2,50,0,1,0,0
16406,1,116,18,154.4,154.4,54,0,1,0,0
17752,1,192,359,80.6,80.6,1,0,1,0,0
13099,1,288,99,207.4,207.4,1,0,1,0,0
15603,1,96,78,48.5,48.5,2,0,1,0,0
16545,1,78,164,339.3,339.3,3,0,1,0,0
15049,1,63,273,121.2,121.2,3,0,1,0,0
17536,1,6,177,76.5,76.5,3,0,1,0,0
17556,1,101,205,157.9,157.9,6,0,1,0,0
15937,1,73,64,145.3,145.3,7,0,1,0,0
13638,1,93,15,122.6,122.6,8,0,1,0,0
14248,1,102,318,302.6,302.6,8,0,1,0,0
16055,1,22,220,134.8,134.8,8,0,1,0,0
14981,1,97,246,102.1,102.1,8,0,1,0,0
12974,1,24,197,144.8,144.8,8,0,1,0,0
13182,1,201,45,121.2,121.2,11,0,1,0,0
13325,1,240,81,675.3,675.3,12,0,1,0,0
17531,1,136,190,296.7,296.7,14,0,1,0,0
12519,1,172,63,276.8,276.8,16,0,1,0,0
16528,1,171,3,244.4,244.4,17,0,1,0,0
17456,1,222,365,249.9,249.9,17,0,1,0,0
13494,1,162,311,316.3,316.3,18,0,1,0,0
17732,1,93,372,304,304,18,0,1,0,0
13449,1,222,23,291.9,291.9,19,0,1,0,0
15193,1,144,60,499.3,499.3,19,0,1,0,0
12538,1,191,29,363.9,363.9,21,0,1,0,0
13774,1,192,81,345,345,22,0,1,0,0
16823,1,136,227,358.4,358.4,34,0,1,0,0
15539,1,410,7,538.5,538.5,41,0,1,0,0
13532,1,129,33,210.3,210.3,66,0,1,0,0
13259,1,126,61,283.2,283.2,77,0,1,0,0
17614,1,235,57,386.3,386.3,97,0,1,0,0
13391,1,4,203,59.8,59.8,1,0,1,0,0
17923,1,50,282,207.5,207.5,1,0,1,0,0
16144,1,16,246,175.2,175.2,1,0,1,0,0
18113,1,72,368,76.3,76.3,1,0,1,0,0
15610,1,66,51,112.5,112.5,6,0,1,0,0
16597,1,184,4,90,90,7,0,1,0,0
17022,1,108,31,71,71,7,0,1,0,0
15458,1,156,25,161.6,161.6,7,0,1,0,0
15219,1,45,176,305.8,305.8,9,0,1,0,0
14271,1,88,225,112.3,112.3,10,0,1,0,0
14055,1,216,106,725.6,725.6,10,0,1,0,0
16338,1,94,157,214.8,214.8,11,0,1,0,0
13986,1,430,17,320.5,320.5,12,0,1,0,0
15925,1,93,194,207.1,207.1,12,0,1,0,0
15678,1,184,52,352.7,352.7,12,0,1,0,0
18074,1,190,373,489.6,489.6,13,0,1,0,0
15783,1,212,10,246.3,246.3,14,0,1,0,0
15857,1,308,18,297,297,14,0,1,0,0
17694,1,184,141,283.1,283.1,15,0,1,0,0
14518,1,278,64,174.4,174.4,16,0,1,0,0
12350,1,196,310,294.4,294.4,16,0,1,0,0
